etf,date,code,name,shares,weight
00980A,2026-05-24,2383,台光電子材料,134000,3.78
00980A,2026-05-24,7769,鴻勁精密,74000,3.22
00980A,2026-05-24,2360,致茂電子,248000,3.17
00980A,2026-05-24,2345,智邦科技,227000,3.16
00980A,2026-05-24,3037,欣興電子,562000,3.07
00980A,2026-05-24,2368,金像電子（股）公司,393000,2.94
00980A,2026-05-24,2408,南亞科技,1646000,2.88
00980A,2026-05-24,3017,奇鋐科技,184000,2.64
00980A,2026-05-24,2344,華邦電子,3621000,2.55
00980A,2026-05-24,5274,信驊科技,25000,2.5
00980A,2026-05-24,6223,旺矽科技,71000,2.41
00980A,2026-05-24,2059,川湖科技,82000,2.35
00980A,2026-05-24,2317,鴻海精密工業,1506000,2.12
00980A,2026-05-24,6669,緯穎科技服務,68000,2.12
00980A,2026-05-24,8299,群聯電子,150000,2.05
00980A,2026-05-24,3443,創意電子,70000,2.03
00980A,2026-05-24,3081,聯亞光電工業,127000,1.94
00980A,2026-05-24,3711,日月光投資控股,584000,1.85
00980A,2026-05-24,6274,台燿科技,222000,1.82
00980A,2026-05-24,6515,穎崴科技,37000,1.81
00980A,2026-05-24,8210,勤誠興業,236000,1.79
00980A,2026-05-24,3036,文曄科技,1067000,1.74
00980A,2026-05-24,6805,富世達,161000,1.63
00980A,2026-05-24,2382,廣達電腦,899000,1.6
00980A,2026-05-24,8996,高力熱處理工業,221000,1.46
00980A,2026-05-24,2376,技嘉科技,577000,1.05
00980A,2026-05-24,3189,景碩科技,305000,1.05
00980A,2026-05-24,3231,緯創資通,1228000,1.0
00980A,2026-05-24,6831,邁科科技,224000,0.99
00980A,2026-05-24,3293,鈊象電子,220000,0.93
00980A,2026-05-24,2891,中國信託金融控股,2849000,0.92
00980A,2026-05-24,3653,健策精密工業,38000,0.78
00980A,2026-05-24,3044,健鼎科技,276000,0.76
00980A,2026-05-24,6442,光紅建聖,71000,0.75
00980A,2026-05-24,2884,玉山金融控股,3867622,0.68
00980A,2026-05-24,3665,貿聯控股（BizLink Holding In,53336,0.67
00980A,2026-05-24,6584,南俊國際,153000,0.59
00980A,2026-05-24,5904,寶雅國際,179450,0.57
00980A,2026-05-24,2548,華固建設,512000,0.36
00980A,2026-05-24,1477,聚陽實業,201000,0.25
00980A,2026-05-24,3264,欣銓科技,172000,0.21
00980A,2026-05-24,3533,嘉澤端子工業,13000,0.19
00980A,2026-05-24,4915,致伸科技,298000,0.12
00980A,2026-05-25,2330,台灣積體電路製造,645000,8.11
00980A,2026-05-25,2308,台達電子工業,475000,5.92
00980A,2026-05-25,2454,聯發科技,188000,4.35
00980A,2026-05-25,2383,台光電子材料,134000,4.02
00980A,2026-05-25,2360,致茂電子,248000,3.32
00980A,2026-05-25,2345,智邦科技,227000,3.14
00980A,2026-05-25,7769,鴻勁精密,74000,3.08
00980A,2026-05-25,2368,金像電子（股）公司,393000,3.05
00980A,2026-05-25,3037,欣興電子,562000,3.03
00980A,2026-05-25,8299,群聯電子,205000,2.77
00980A,2026-05-25,2408,南亞科技,1646000,2.65
00980A,2026-05-25,3017,奇鋐科技,184000,2.58
00980A,2026-05-25,2344,華邦電子,3621000,2.53
00980A,2026-05-25,5274,信驊科技,25000,2.41
00980A,2026-05-25,6223,旺矽科技,71000,2.4
00980A,2026-05-25,2059,川湖科技,82000,2.22
00980A,2026-05-25,2317,鴻海精密工業,1506000,2.14
00980A,2026-05-25,6669,緯穎科技服務,68000,2.08
00980A,2026-05-25,3443,創意電子,70000,2.02
00980A,2026-05-25,3081,聯亞光電工業,127000,2.02
00980A,2026-05-25,3711,日月光投資控股,584000,1.96
00980A,2026-05-25,6274,台燿科技,222000,1.93
00980A,2026-05-25,8210,勤誠興業,236000,1.84
00980A,2026-05-25,6515,穎崴科技,37000,1.78
00980A,2026-05-25,3036,文曄科技,1067000,1.75
00980A,2026-05-25,2382,廣達電腦,899000,1.55
00980A,2026-05-25,6805,富世達,161000,1.53
00980A,2026-05-25,8996,高力熱處理工業,221000,1.37
00980A,2026-05-25,3189,景碩科技,305000,1.11
00980A,2026-05-25,2376,技嘉科技,577000,1.06
00980A,2026-05-25,3231,緯創資通,1228000,1.0
00980A,2026-05-25,6831,邁科科技,224000,0.97
00980A,2026-05-25,3293,鈊象電子,220000,0.89
00980A,2026-05-25,2891,中國信託金融控股,2849000,0.89
00980A,2026-05-25,6442,光紅建聖,71000,0.8
00980A,2026-05-25,5904,寶雅國際,258450,0.79
00980A,2026-05-25,3653,健策精密工業,38000,0.78
00980A,2026-05-25,3044,健鼎科技,276000,0.74
00980A,2026-05-25,3665,貿聯控股（BizLink Holding In,53336,0.69
00980A,2026-05-25,2884,玉山金融控股,3867622,0.65
00980A,2026-05-25,6584,南俊國際,153000,0.57
00980A,2026-05-25,2548,華固建設,512000,0.34
00980A,2026-05-25,1477,聚陽實業,201000,0.24
00980A,2026-05-25,3264,欣銓科技,172000,0.21
00980A,2026-05-25,3533,嘉澤端子工業,13000,0.18
00980A,2026-05-25,4915,致伸科技,298000,0.12
00980A,2026-05-27,2330,台灣積體電路製造,645000,7.96
00980A,2026-05-27,2308,台達電子工業,475000,6.42
00980A,2026-05-27,2454,聯發科技,188000,4.68
00980A,2026-05-27,2383,台光電子材料,134000,3.81
00980A,2026-05-27,2360,致茂電子,248000,3.49
00980A,2026-05-27,3037,欣興電子,562000,3.26
00980A,2026-05-27,2345,智邦科技,227000,3.19
00980A,2026-05-27,7769,鴻勁精密,74000,3.1
00980A,2026-05-27,2344,華邦電子,3621000,3.01
00980A,2026-05-27,2368,金像電子（股）公司,393000,2.9
00980A,2026-05-27,2408,南亞科技,1646000,2.76
00980A,2026-05-27,8299,群聯電子,205000,2.73
00980A,2026-05-27,3017,奇鋐科技,184000,2.67
00980A,2026-05-27,5274,信驊科技,25000,2.45
00980A,2026-05-27,6223,旺矽科技,71000,2.43
00980A,2026-05-27,6274,台燿科技,275000,2.41
00980A,2026-05-27,2059,川湖科技,82000,2.16
00980A,2026-05-27,2317,鴻海精密工業,1506000,2.13
00980A,2026-05-27,3711,日月光投資控股,584000,2.01
00980A,2026-05-27,3081,聯亞光電工業,127000,1.97
00980A,2026-05-27,6515,穎崴科技,37000,1.94
00980A,2026-05-27,3443,創意電子,70000,1.92
00980A,2026-05-27,6669,緯穎科技服務,68000,1.85
00980A,2026-05-27,8210,勤誠興業,236000,1.77
00980A,2026-05-27,3036,文曄科技,1067000,1.69
00980A,2026-05-27,2382,廣達電腦,899000,1.5
00980A,2026-05-27,6805,富世達,161000,1.5
00980A,2026-05-27,8996,高力熱處理工業,221000,1.44
00980A,2026-05-27,3189,景碩科技,305000,1.15
00980A,2026-05-27,2376,技嘉科技,577000,1.03
00980A,2026-05-27,6831,邁科科技,224000,0.99
00980A,2026-05-27,3231,緯創資通,1228000,0.96
00980A,2026-05-27,5904,寶雅國際,312450,0.93
00980A,2026-05-27,2891,中國信託金融控股,2849000,0.9
00980A,2026-05-27,3293,鈊象電子,220000,0.89
00980A,2026-05-27,3044,健鼎科技,276000,0.78
00980A,2026-05-27,6442,光紅建聖,71000,0.78
00980A,2026-05-27,3653,健策精密工業,38000,0.75
00980A,2026-05-27,2884,玉山金融控股,3867622,0.65
00980A,2026-05-27,3665,貿聯控股（BizLink Holding In,53336,0.61
00980A,2026-05-27,6584,南俊國際,153000,0.56
00980A,2026-05-27,2548,華固建設,512000,0.33
00980A,2026-05-27,3264,欣銓科技,172000,0.21
00980A,2026-05-27,3533,嘉澤端子工業,13000,0.18
00980A,2026-05-27,4915,致伸科技,298000,0.12
00980A,2026-05-28,2330,台灣積體電路製造,645000,8.21
00980A,2026-05-28,2308,台達電子工業,475000,6.3
00980A,2026-05-28,2454,聯發科技,188000,4.6
00980A,2026-05-28,2383,台光電子材料,134000,3.76
00980A,2026-05-28,2360,致茂電子,248000,3.54
00980A,2026-05-28,3037,欣興電子,562000,3.2
00980A,2026-05-28,7769,鴻勁精密,74000,3.16
00980A,2026-05-28,2345,智邦科技,227000,3.07
00980A,2026-05-28,2408,南亞科技,1646000,2.96
00980A,2026-05-28,2344,華邦電子,3621000,2.89
00980A,2026-05-28,2368,金像電子（股）公司,393000,2.85
00980A,2026-05-28,8299,群聯電子,205000,2.79
00980A,2026-05-28,3017,奇鋐科技,184000,2.63
00980A,2026-05-28,5274,信驊科技,25000,2.47
00980A,2026-05-28,6274,台燿科技,275000,2.35
00980A,2026-05-28,6223,旺矽科技,71000,2.33
00980A,2026-05-28,2317,鴻海精密工業,1506000,2.2
00980A,2026-05-28,2059,川湖科技,82000,2.14
00980A,2026-05-28,3711,日月光投資控股,584000,2.03
00980A,2026-05-28,3081,聯亞光電工業,127000,1.87
00980A,2026-05-28,6515,穎崴科技,37000,1.87
00980A,2026-05-28,6669,緯穎科技服務,68000,1.87
00980A,2026-05-28,3443,創意電子,70000,1.78
00980A,2026-05-28,8210,勤誠興業,236000,1.74
00980A,2026-05-28,3036,文曄科技,1067000,1.71
00980A,2026-05-28,6805,富世達,161000,1.58
00980A,2026-05-28,2382,廣達電腦,899000,1.54
00980A,2026-05-28,8996,高力熱處理工業,221000,1.34
00980A,2026-05-28,3189,景碩科技,305000,1.15
00980A,2026-05-28,2376,技嘉科技,577000,1.08
00980A,2026-05-28,3231,緯創資通,1228000,0.98
00980A,2026-05-28,6831,邁科科技,224000,0.98
00980A,2026-05-28,5904,寶雅國際,312450,0.97
00980A,2026-05-28,2891,中國信託金融控股,2849000,0.94
00980A,2026-05-28,3293,鈊象電子,220000,0.91
00980A,2026-05-28,3044,健鼎科技,276000,0.76
00980A,2026-05-28,6442,光紅建聖,71000,0.75
00980A,2026-05-28,3653,健策精密工業,38000,0.74
00980A,2026-05-28,2884,玉山金融控股,3867622,0.66
00980A,2026-05-28,3665,貿聯控股（BizLink Holding In,53336,0.63
00980A,2026-05-28,6584,南俊國際,153000,0.59
00980A,2026-05-28,2548,華固建設,512000,0.34
00980A,2026-05-28,3264,欣銓科技,172000,0.22
00980A,2026-05-28,3533,嘉澤端子工業,13000,0.18
00980A,2026-05-28,4915,致伸科技,298000,0.12
00980A,2026-05-29,2330,台灣積體電路製造,645000,8.21
00980A,2026-05-29,2308,台達電子工業,475000,6.3
00980A,2026-05-29,2454,聯發科技,188000,4.6
00980A,2026-05-29,2383,台光電子材料,134000,3.76
00980A,2026-05-29,2360,致茂電子,248000,3.54
00980A,2026-05-29,3037,欣興電子,562000,3.2
00980A,2026-05-29,7769,鴻勁精密,74000,3.16
00980A,2026-05-29,2345,智邦科技,227000,3.07
00980A,2026-05-29,2408,南亞科技,1646000,2.96
00980A,2026-05-29,2344,華邦電子,3621000,2.89
00980A,2026-05-29,2368,金像電子（股）公司,393000,2.85
00980A,2026-05-29,8299,群聯電子,205000,2.79
00980A,2026-05-29,3017,奇鋐科技,184000,2.63
00980A,2026-05-29,5274,信驊科技,25000,2.47
00980A,2026-05-29,6274,台燿科技,275000,2.35
00980A,2026-05-29,6223,旺矽科技,71000,2.33
00980A,2026-05-29,2317,鴻海精密工業,1506000,2.2
00980A,2026-05-29,2059,川湖科技,82000,2.14
00980A,2026-05-29,3711,日月光投資控股,584000,2.03
00980A,2026-05-29,3081,聯亞光電工業,127000,1.87
00980A,2026-05-29,6515,穎崴科技,37000,1.87
00980A,2026-05-29,6669,緯穎科技服務,68000,1.87
00980A,2026-05-29,3443,創意電子,70000,1.78
00980A,2026-05-29,8210,勤誠興業,236000,1.74
00980A,2026-05-29,3036,文曄科技,1067000,1.71
00980A,2026-05-29,6805,富世達,161000,1.58
00980A,2026-05-29,2382,廣達電腦,899000,1.54
00980A,2026-05-29,8996,高力熱處理工業,221000,1.34
00980A,2026-05-29,3189,景碩科技,305000,1.15
00980A,2026-05-29,2376,技嘉科技,577000,1.08
00980A,2026-05-29,3231,緯創資通,1228000,0.98
00980A,2026-05-29,6831,邁科科技,224000,0.98
00980A,2026-05-29,5904,寶雅國際,312450,0.97
00980A,2026-05-29,2891,中國信託金融控股,2849000,0.94
00980A,2026-05-29,3293,鈊象電子,220000,0.91
00980A,2026-05-29,3044,健鼎科技,276000,0.76
00980A,2026-05-29,6442,光紅建聖,71000,0.75
00980A,2026-05-29,3653,健策精密工業,38000,0.74
00980A,2026-05-29,2884,玉山金融控股,3867622,0.66
00980A,2026-05-29,3665,貿聯控股（BizLink Holding In,53336,0.63
00980A,2026-05-29,6584,南俊國際,153000,0.59
00980A,2026-05-29,2548,華固建設,512000,0.34
00980A,2026-05-29,3264,欣銓科技,172000,0.22
00980A,2026-05-29,3533,嘉澤端子工業,13000,0.18
00980A,2026-05-29,4915,致伸科技,298000,0.12
00980A,2026-05-30,2330,台灣積體電路製造,645000,8.19
00980A,2026-05-30,2308,台達電子工業,475000,6.26
00980A,2026-05-30,2454,聯發科技,188000,4.37
00980A,2026-05-30,2383,台光電子材料,134000,3.7
00980A,2026-05-30,2360,致茂電子,248000,3.37
00980A,2026-05-30,7769,鴻勁精密,74000,3.3
00980A,2026-05-30,3037,欣興電子,562000,3.2
00980A,2026-05-30,2344,華邦電子,3621000,3.09
00980A,2026-05-30,2408,南亞科技,1646000,3.08
00980A,2026-05-30,2345,智邦科技,227000,2.98
00980A,2026-05-30,8299,群聯電子,205000,2.85
00980A,2026-05-30,2368,金像電子（股）公司,393000,2.8
00980A,2026-05-30,3017,奇鋐科技,184000,2.64
00980A,2026-05-30,5274,信驊科技,25000,2.56
00980A,2026-05-30,6274,台燿科技,275000,2.51
00980A,2026-05-30,2317,鴻海精密工業,1506000,2.35
00980A,2026-05-30,6223,旺矽科技,71000,2.28
00980A,2026-05-30,2059,川湖科技,82000,2.24
00980A,2026-05-30,6669,緯穎科技服務,68000,2.0
00980A,2026-05-30,3711,日月光投資控股,584000,1.92
00980A,2026-05-30,3081,聯亞光電工業,127000,1.79
00980A,2026-05-30,3443,創意電子,70000,1.76
00980A,2026-05-30,8210,勤誠興業,236000,1.74
00980A,2026-05-30,6515,穎崴科技,37000,1.73
00980A,2026-05-30,6805,富世達,161000,1.68
00980A,2026-05-30,3036,文曄科技,1067000,1.66
00980A,2026-05-30,2382,廣達電腦,899000,1.64
00980A,2026-05-30,8996,高力熱處理工業,221000,1.3
00980A,2026-05-30,3189,景碩科技,305000,1.2
00980A,2026-05-30,2376,技嘉科技,577000,1.15
00980A,2026-05-30,3231,緯創資通,1228000,1.05
00980A,2026-05-30,5904,寶雅國際,312450,0.97
00980A,2026-05-30,2891,中國信託金融控股,2849000,0.93
00980A,2026-05-30,6831,邁科科技,224000,0.9
00980A,2026-05-30,3293,鈊象電子,220000,0.89
00980A,2026-05-30,3044,健鼎科技,276000,0.78
00980A,2026-05-30,3653,健策精密工業,38000,0.73
00980A,2026-05-30,6442,光紅建聖,71000,0.71
00980A,2026-05-30,2884,玉山金融控股,3867622,0.65
00980A,2026-05-30,6584,南俊國際,153000,0.61
00980A,2026-05-30,3665,貿聯控股（BizLink Holding In,53336,0.6
00980A,2026-05-30,2548,華固建設,512000,0.33
00980A,2026-05-30,3264,欣銓科技,172000,0.23
00980A,2026-05-30,3533,嘉澤端子工業,13000,0.19
00980A,2026-05-30,4915,致伸科技,298000,0.12
00980A,2026-05-31,2330,台灣積體電路製造,645000,8.19
00980A,2026-05-31,2308,台達電子工業,475000,6.26
00980A,2026-05-31,2454,聯發科技,188000,4.37
00980A,2026-05-31,2383,台光電子材料,134000,3.7
00980A,2026-05-31,2360,致茂電子,248000,3.37
00980A,2026-05-31,7769,鴻勁精密,74000,3.3
00980A,2026-05-31,3037,欣興電子,562000,3.2
00980A,2026-05-31,2344,華邦電子,3621000,3.09
00980A,2026-05-31,2408,南亞科技,1646000,3.08
00980A,2026-05-31,2345,智邦科技,227000,2.98
00980A,2026-05-31,8299,群聯電子,205000,2.85
00980A,2026-05-31,2368,金像電子（股）公司,393000,2.8
00980A,2026-05-31,3017,奇鋐科技,184000,2.64
00980A,2026-05-31,5274,信驊科技,25000,2.56
00980A,2026-05-31,6274,台燿科技,275000,2.51
00980A,2026-05-31,2317,鴻海精密工業,1506000,2.35
00980A,2026-05-31,6223,旺矽科技,71000,2.28
00980A,2026-05-31,2059,川湖科技,82000,2.24
00980A,2026-05-31,6669,緯穎科技服務,68000,2.0
00980A,2026-05-31,3711,日月光投資控股,584000,1.92
00980A,2026-05-31,3081,聯亞光電工業,127000,1.79
00980A,2026-05-31,3443,創意電子,70000,1.76
00980A,2026-05-31,8210,勤誠興業,236000,1.74
00980A,2026-05-31,6515,穎崴科技,37000,1.73
00980A,2026-05-31,6805,富世達,161000,1.68
00980A,2026-05-31,3036,文曄科技,1067000,1.66
00980A,2026-05-31,2382,廣達電腦,899000,1.64
00980A,2026-05-31,8996,高力熱處理工業,221000,1.3
00980A,2026-05-31,3189,景碩科技,305000,1.2
00980A,2026-05-31,2376,技嘉科技,577000,1.15
00980A,2026-05-31,3231,緯創資通,1228000,1.05
00980A,2026-05-31,5904,寶雅國際,312450,0.97
00980A,2026-05-31,2891,中國信託金融控股,2849000,0.93
00980A,2026-05-31,6831,邁科科技,224000,0.9
00980A,2026-05-31,3293,鈊象電子,220000,0.89
00980A,2026-05-31,3044,健鼎科技,276000,0.78
00980A,2026-05-31,3653,健策精密工業,38000,0.73
